# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=8][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=10][T/m^n] polynom_a[n=13][T/m^n] 
+8.5999999999999996e+00 -1.9683528594493051e-06 +6.2805248125745683e-01 -6.7172857626457846e-02 -2.7382531337689647e+03 +4.0124468849019913e+03 -9.7264541198644742e+07 +6.0300391212792969e+09 +8.5800704942665393e+11 +2.1363722985492543e+13 -2.3836970079552395e+15 -4.2815850377529655e+19 
+8.7000000000000011e+00 -1.9421004805490870e-06 +6.2805334463487439e-01 -7.2600709786831211e-02 -2.7383319120775250e+03 +4.4056188036096819e+03 -1.0635760196085103e+08 +6.0647614780112181e+09 +9.3866490455359717e+11 +2.0991320853263109e+13 -2.6232700826355185e+15 -3.5069752524517638e+19 
+8.8000000000000007e+00 -1.9180764592320398e-06 +6.2805284392915184e-01 -7.6723421010677861e-02 -2.7383319424115621e+03 +4.7153650843925552e+03 -1.1359558518815930e+08 +6.0622394172167873e+09 +1.0031846613679009e+12 +2.1003379576682473e+13 -2.8151063280728500e+15 -3.4729076899320656e+19 
+8.9000000000000004e+00 -1.8971358492890499e-06 +6.2805058347834064e-01 -7.9134647252479165e-02 -2.7382325954151102e+03 +4.9163992043419712e+03 -1.1844996325763488e+08 +6.0126164348798056e+09 +1.0471320868279208e+12 +2.1502298701546562e+13 -2.9464146961603030e+15 -4.3762682207705629e+19 
+9.0000000000000000e+00 -1.8801337033589785e-06 +6.2804616762063392e-01 -7.9428044857335511e-02 -2.7380132417388909e+03 +4.9834346623286656e+03 -1.2039220897344105e+08 +5.9060360292032890e+09 +1.0660729513095637e+12 +2.2590477754012621e+13 -3.0044041483434975e+15 -6.4139426858230325e+19 
+9.0999999999999996e+00 -1.8676177865187588e-06 +6.2803936394497195e-01 -7.7351922102999821e-02 -2.7376622165167478e+03 +4.9010320459157720e+03 -1.1910673508662663e+08 +5.7369949396020117e+09 +1.0574068096386735e+12 +2.4325152596334414e+13 -2.9816987518037125e+15 -9.6958356611065561e+19 
+9.2000000000000011e+00 -1.8589067075522979e-06 +6.2803059304326359e-01 -7.3273196921197492e-02 -2.7372037128094817e+03 +4.6931403993163012e+03 -1.1512971605701421e+08 +5.5174028669727697e+09 +1.0258683693545580e+12 +2.6582904469050582e+13 -2.8925830373607465e+15 -1.3983926723267579e+20 
+9.3000000000000007e+00 -1.8530117864513867e-06 +6.2802043875817803e-01 -6.7713439579741852e-02 -2.7366708881620348e+03 +4.3935558770935058e+03 -1.0921026670295203e+08 +5.2635227540062752e+09 +9.7802612565872449e+11 +2.9195150942900266e+13 -2.7567566503689700e+15 -1.8953214173569951e+20 
+9.4000000000000004e+00 -1.8489443442515549e-06 +6.2800948493237396e-01 -6.1194220023835462e-02 -2.7360969001179169e+03 +4.0360746172998374e+03 -1.0209750154041326e+08 +4.9916175425267763e+09 +9.2044857146120764e+11 +3.1993309597378703e+13 -2.5939192300521350e+15 -2.4278696328819075e+20 
+9.5000000000000000e+00 -1.8457157011637353e-06 +6.2799831540842410e-01 -5.4237108429919578e-02 -2.7355149062169467e+03 +3.6544927689993815e+03 -9.4540535276181489e+07 +4.7179501733226433e+09 +8.5970420105577832e+11 +3.4808798020617605e+13 -2.4237704192055130e+15 -2.9635371517798416e+20 
+9.6000000000000014e+00 -1.8423371769902703e-06 +6.2798751402921604e-01 -4.7363675135247280e-02 -2.7349580640145423e+03 +3.2826064908646563e+03 -8.7288482812171251e+07 +4.4587835924999466e+09 +8.0236151032843311e+11 +3.7473033753383305e+13 -2.2660098651273630e+15 -3.4698237996969643e+20 
+9.7000000000000011e+00 -1.8378200926449563e-06 +6.2797766463716376e-01 -4.1095490107741647e-02 -2.7344595310417644e+03 +2.9542119216141523e+03 -8.1090458670379683e+07 +4.2303807375480542e+09 +7.5498899220133960e+11 +3.9817434414011211e+13 -2.1403372070070142e+15 -3.9142294142912148e+20 
+9.8000000000000007e+00 -1.8311757683390179e-06 +6.2796935107498963e-01 -3.5954123547899328e-02 -2.7340524648460182e+03 +2.7031052122745496e+03 -7.6695577602120489e+07 +4.0490045518823566e+09 +7.2415514135026746e+11 +4.1673417567145328e+13 -2.0664520887471425e+15 -4.2642538248374406e+20 
+9.9000000000000004e+00 -1.8214155238363696e-06 +6.2796315718541362e-01 -3.2461145789903736e-02 -2.7337700229744264e+03 +2.5630825209385666e+03 -7.4852954494312391e+07 +3.9309179787960253e+09 +7.1642845352779358e+11 +4.2872400778543625e+13 -2.0640541572564648e+15 -4.4873968607822565e+20 
+1.0000000000000000e+01 -1.8075506794926945e-06 +6.2795966681125903e-01 -3.1138127001517416e-02 -2.7336453629786802e+03 +2.5679399975330052e+03 -7.6311704087292522e+07 +3.8923839629363008e+09 +7.3837742338609290e+11 +4.3245801602447859e+13 -2.1528430565111440e+15 -4.5511583499277985e+20 
+1.0100000000000001e+01 -1.7889066069490000e-06 +6.2795927307423460e-01 -3.2332546781120672e-02 -2.7337009207671172e+03 +2.7397704744455737e+03 -8.1555224975314751e+07 +3.9444641893990312e+09 +7.9419282577154163e+11 +4.2678662755319445e+13 -2.3452551677776700e+15 -4.4333302816179886e+20 
+1.0200000000000001e+01 -1.7660648757232174e-06 +6.2796160621422259e-01 -3.5695525050324903e-02 -2.7339162458027990e+03 +3.0538536614878808e+03 -9.0004054082677573e+07 +4.0774153479568539e+09 +8.7855457969572656e+11 +4.1270527222553289e+13 -2.6246738869314895e+15 -4.1528732337694612e+20 
+1.0300000000000001e+01 -1.7399211085357602e-06 +6.2796610575001310e-01 -4.0704090516575649e-02 -2.7342601659064590e+03 +3.4737659153572354e+03 -1.0081301149516584e+08 +4.2762928691657138e+09 +9.8376487885285144e+11 +3.9174563148767156e+13 -2.9672193317909460e+15 -3.7390399453732615e+20 
+1.0400000000000000e+01 -1.7113709263305072e-06 +6.2797221120064328e-01 -4.6835272519409991e-02 -2.7347015089109891e+03 +3.9630836288721257e+03 -1.1313691801837215e+08 +4.5261521877075043e+09 +1.1021259227634258e+12 +3.6543938641883523e+13 -3.3490116366014295e+15 -3.2210831498314311e+20 
+1.0500000000000000e+01 -1.6813099503740332e-06 +6.2797936208495642e-01 -5.3566100279842037e-02 -2.7352091026387307e+03 +4.4853831877614111e+03 -1.2613059431103073e+08 +4.8120487343083010e+09 +1.2259399097220303e+12 +3.3531821846042379e+13 -3.7461709320663855e+15 -2.6282555862827437e+20 
+1.0600000000000001e+01 -1.6506338020097829e-06 +6.2798699792207791e-01 -6.0373602967345154e-02 -2.7357517749277004e+03 +5.0042409741588172e+03 -1.3894886095306194e+08 +5.1190379456908321e+09 +1.3475090373496572e+12 +3.0291380850152742e+13 -4.1348173469235635e+15 -1.9898099850455128e+20 
+1.0700000000000001e+01 -1.6202381031197256e-06 +6.2799455823085570e-01 -6.6734809594949665e-02 -2.7362983536007996e+03 +5.4832333624660596e+03 -1.5074653838583830e+08 +5.4321752528502951e+09 +1.4591355022325720e+12 +2.6975783795811270e+13 -4.4910710071707745e+15 -1.3349990848467726e+20 
+1.0800000000000001e+01 -1.5910184747459823e-06 +6.2800148253031063e-01 -7.2126749471009083e-02 -2.7368176664900520e+03 +5.8859367436963048e+03 -1.6067844737793446e+08 +5.7365160901795826e+09 +1.5531215035836316e+12 +2.3738198793446945e+13 -4.7910520461668880e+15 -6.9307561945106620e+19 
+1.0900000000000000e+01 -1.5638705381069758e-06 +6.2800721033932383e-01 -7.6026451799610345e-02 -2.7372785414204582e+03 +6.1759275016047595e+03 -1.6789940853648823e+08 +6.0171158895856619e+09 +1.6217692392129189e+12 +2.0731793975958246e+13 -5.0108805931140500e+15 -9.3292326131284132e+18 
+1.1000000000000000e+01 -1.5396899150955839e-06 +6.2801118117699151e-01 -7.7910945618577546e-02 -2.7376498062278429e+03 +6.3167820128686008e+03 -1.7156424235903206e+08 +6.2590300867599392e+09 +1.6573809062219963e+12 +1.8109737442230039e+13 -5.1266767755886980e+15 +4.3509806310274146e+19 
+1.1100000000000001e+01 -1.5191816633097029e-06 +6.2801296736578127e-01 -7.7395833022098848e-02 -2.7379068601509980e+03 +6.2820329331184876e+03 -1.7106190155789125e+08 +6.4501537523826170e+09 +1.6544136459391575e+12 +1.5996797909686980e+13 -5.1212979093773010e+15 +8.6812454982587662e+19 
+1.1200000000000001e+01 -1.5022885920337631e-06 +6.2801267244247228e-01 -7.4651005509749374e-02 -2.7380513880814565e+03 +6.0850378840013600e+03 -1.6671786487027735e+08 +6.5897405112293911e+09 +1.6159443545275701e+12 +1.4404146443055619e+13 -5.0045500027021820e+15 +1.2029430895509435e+20 
+1.1300000000000001e+01 -1.4887629446735692e-06 +6.2801053274753538e-01 -6.9984928275865568e-02 -2.7380916463302765e+03 +5.7491108046880045e+03 -1.5909174404075229e+08 +6.6798836289287128e+09 +1.5472048789158677e+12 +1.3314554672875928e+13 -4.7929762706698390e+15 +1.4419913795160067e+20 
+1.1400000000000000e+01 -1.4783569671505198e-06 +6.2800678462137094e-01 -6.3706065617243166e-02 -2.7380358912052952e+03 +5.2975655833924020e+03 -1.4874314980589911e+08 +6.7226763701416245e+09 +1.4534270579279333e+12 +1.2710794237824818e+13 -4.5031199056653055e+15 +1.5877071158361083e+20 
+1.1500000000000000e+01 -1.4708229042816595e-06 +6.2800166440438854e-01 -5.6122882230454890e-02 -2.7378923790140284e+03 +4.7537161311965974e+03 -1.3623169335679248e+08 +6.7202119991604481e+09 +1.3398427340541475e+12 +1.2575636780590619e+13 -4.1515241103779625e+15 +1.6425279938540972e+20 
+1.1600000000000001e+01 -1.4659130009918859e-06 +6.2799540843704538e-01 -4.7543842748290890e-02 -2.7376693660666774e+03 +4.1408763547072658e+03 -1.2211698578494437e+08 +6.6745837812709723e+09 +1.2116837489217905e+12 +1.2891853934844764e+13 -3.7547320849473990e+15 +1.6088917103218131e+20 
+1.1700000000000001e+01 -1.4633795016146610e-06 +6.2798825305966399e-01 -3.8277412044045368e-02 -2.7373751086671305e+03 +3.4823601752139871e+03 -1.0695863848566270e+08 +6.5878849797667532e+09 +1.0741819466763910e+12 +1.3642217351521670e+13 -3.3292870367296385e+15 +1.4892359594627206e+20 
+1.1800000000000001e+01 -1.4629746515496427e-06 +6.2798043461271058e-01 -2.8632054570582113e-02 -2.7370178631257099e+03 +2.8014814888311116e+03 -9.1316262339729577e+07 +6.4622088598443012e+09 +9.3256916723425684e+11 +1.4809498665459072e+13 -2.8917321610352720e+15 +1.2859984377699890e+20 
+1.1900000000000000e+01 -1.4644506965200268e-06 +6.2797218943646582e-01 -1.8916234728378091e-02 -2.7366058857440021e+03 +2.1215541905715227e+03 -7.5749468228907362e+07 +6.2996486839519348e+09 +7.9207725064325732e+11 +1.6376469535248865e+13 -2.4586106537928790e+15 +1.0016168382749490e+20 
+1.2000000000000000e+01 -1.4675598802808262e-06 +6.2796375387171610e-01 -9.4384175720309323e-03 -2.7361474328485792e+03 +1.4658922112681648e+03 -6.0817867728471190e+07 +6.1022977230004892e+09 +6.5793804244971094e+11 +1.8325901544308691e+13 -2.0464657261951342e+15 +6.3852886543522873e+19 
+1.2100000000000001e+01 -1.4720086642161534e-06 +6.2795534563366406e-01 -4.6453257003754395e-04 -2.7356518524580188e+03 +8.5416382273882061e+02 -4.6987692455898829e+07 +5.8734302308951712e+09 +5.3447679273479095e+11 +2.0626999886091402e+13 -1.6689157658914298e+15 +2.0210927194115990e+19 
+1.2200000000000001e+01 -1.4773203715289982e-06 +6.2794710793900488e-01 +7.9096300728471874e-03 -2.7351328595489913e+03 +2.9145483494367124e+02 -3.4351657637466758e+07 +5.6210444585769377e+09 +4.2239239735935730e+11 +2.3194703613828484e+13 -1.3278799438297392e+15 -2.9051890778787013e+19 
+1.2300000000000001e+01 -1.4829725419159067e-06 +6.2793916537920880e-01 +1.5630815324751739e-02 -2.7346052608071172e+03 -2.2079457725878152e+02 -2.2909099022005640e+07 +5.3543196455245152e+09 +3.2147716062841406e+11 +2.5930385341951160e+13 -1.0223526184802200e+15 -8.1929558375011926e+19 
+1.2400000000000000e+01 -1.4884427146796683e-06 +6.2793164254603062e-01 +2.2645768047441048e-02 -2.7340838629331338e+03 -6.8114423405202990e+02 -1.2659352442606350e+07 +5.0824350366611452e+09 +2.3152338744678094e+11 +2.8735417635717230e+13 -7.5132814983404488e+14 -1.3641606583059605e+20 
+1.2500000000000000e+01 -1.4932084290858471e-06 +6.2792466403101255e-01 +2.8901233065333074e-02 -2.7335834726161506e+03 -1.0881539527745174e+03 -3.6017537978627332e+06 +4.8145698726310320e+09 +1.5232338329783142e+11 +3.1511173099230008e+13 -5.1380089961154862e+14 -1.9050540398869299e+20 
+1.2600000000000001e+01 -1.4967472239549813e-06 +6.2791835442589505e-01 +3.4343955041474444e-02 -2.7331188965562451e+03 -1.4403835415937531e+03 +4.2643608327494077e+06 +4.5599033981747780e+09 +8.3669455113748032e+10 +3.4159024299225715e+13 -3.0876523357917562e+14 -2.4219156310440175e+20 
+1.2700000000000001e+01 -1.4985366396735961e-06 +6.2791283832229505e-01 +3.8920679214278185e-02 -2.7327049414467720e+03 -1.7363928417493494e+03 +1.0939656028381402e+07 +4.3276148555672321e+09 +2.5353904509224632e+10 +3.6580343824816695e+13 -1.3521550255609655e+14 -2.8946853378259645e+20 
+1.2800000000000001e+01 -1.4980542153484593e-06 +6.2790824031184511e-01 +4.2578150332006605e-02 -2.7323564139818659e+03 -1.9747416656392811e+03 +1.6424795784996718e+07 +4.1268834872846193e+09 -2.2830962142082333e+10 +3.8676504263575328e+13 +7.8539291553657861e+12 -3.3033030661064019e+20 
+1.2900000000000000e+01 -1.4947774902822912e-06 +6.2790468498615459e-01 +4.5263113255430337e-02 -2.7320881208545020e+03 -2.1539898334375571e+03 +2.0720444270146012e+07 +3.9668885354792280e+09 -6.1092839945715797e+10 +4.0348878205665984e+13 +1.2144870160443427e+14 -3.6277087220834022e+20 
+1.3000000000000000e+01 -1.4881840031103715e-06 +6.2790229693682187e-01 +4.6922312602495513e-02 -2.7319148687570632e+03 -2.2726971512745567e+03 +2.3827265369890038e+07 +3.8568092420455427e+09 -8.9639421722019043e+10 +4.1498838243771945e+13 +2.0657444838733569e+14 -3.8478422123945551e+20 
+1.3100000000000001e+01 -1.4779381630786480e-06 +6.2790114175379774e-01 +4.7542090750844430e-02 -2.7318458980968103e+03 -2.3313645633553629e+03 +2.5777498813870572e+07 +3.8026929144033127e+09 -1.0888793588441626e+11 +4.2060857522348156e+13 +2.6473578588271150e+14 -3.9502810046002771e+20 
+1.3200000000000001e+01 -1.4644518555736290e-06 +6.2790104901973331e-01 +4.7267179085779751e-02 -2.7318681841042549e+03 -2.3382574572642457e+03 +2.6729685631150495e+07 +3.7980591094043999e+09 -1.2009373697800710e+11 +4.2101811506622461e+13 +2.9943321697848256e+14 -3.9481528274952454e+20 
+1.3300000000000001e+01 -1.4483238359047296e-06 +6.2790178931566942e-01 +4.6281906501263889e-02 -2.7319631357260687e+03 -2.3035823440604349e+03 +2.6873942400109649e+07 +3.8332954496202393e+09 -1.2472171274029942e+11 +4.1721676212612539e+13 +3.1466622053733438e+14 -3.8612229708141593e+20 
+1.3400000000000000e+01 -1.4301528571743275e-06 +6.2790313322229763e-01 +4.4770601136840067e-02 -2.7321121618915849e+03 -2.2375456928942799e+03 +2.6400384881109010e+07 +3.8987895517069001e+09 -1.2423674439023300e+11 +4.1020427709026234e+13 +3.1443425726434569e+14 -3.7092567323368613e+20 
+1.3500000000000000e+01 -1.4105376762965598e-06 +6.2790485132078933e-01 +4.2917592472199541e-02 -2.7322966715542675e+03 -2.1503540487034252e+03 +2.5499130331957527e+07 +3.9849290407298164e+09 -1.2010372518548578e+11 +4.0098041989062766e+13 +3.0273682162358425e+14 -3.5120193981738995e+20 
+1.3600000000000001e+01 -1.3900770465947922e-06 +6.2790671419196376e-01 +4.0907208730493867e-02 -2.7324980736498196e+03 -2.0522138856585348e+03 +2.4360294616562750e+07 +4.0821015355054836e+09 -1.1378753720426791e+11 +3.9054495102268633e+13 +2.8357337678861388e+14 -3.2892762632021377e+20 
+1.3700000000000001e+01 -1.3693697224816287e-06 +6.2790849241671753e-01 +3.8923778495262032e-02 -2.7326977771180927e+03 -1.9533316974743766e+03 +2.3173993973885823e+07 +4.1806946564419928e+09 -1.0675306547609921e+11 +3.7989763083403602e+13 +2.6094339407472347e+14 -3.0607926198970909e+20 
+1.3800000000000001e+01 -1.3490144605872565e-06 +6.2790995657606097e-01 +3.7151631140792570e-02 -2.7328771909042202e+03 -1.8639140228007545e+03 +2.2130345532272693e+07 +4.2710960256008697e+09 -1.0046520218472659e+11 +3.7003821952963102e+13 +2.3884636486072716e+14 -2.8463337586634559e+20 
+1.3900000000000000e+01 -1.3296100143337836e-06 +6.2791087725076444e-01 +3.5775094928200739e-02 -2.7330177239415361e+03 -1.7941673380739651e+03 +2.1419465202054128e+07 +4.3436932610205841e+09 -9.6388829791221100e+10 +3.6196647767293016e+13 +2.2128175341391822e+14 -2.6656649753804535e+20 
+1.4000000000000000e+01 -1.3117551385177192e-06 +6.2791102502194474e-01 +3.4978498594638828e-02 -2.7331007851807399e+03 -1.7542981462630671e+03 +2.1231469411858853e+07 +4.3888739867880077e+09 -9.5988834886621841e+10 +3.5668216528474086e+13 +2.1224903550184422e+14 -2.5385515575600012e+20 
+1.4100000000000001e+01 -1.2958985671644846e-06 +6.2791023409458058e-01 +3.4892711608767779e-02 -2.7331128441263809e+03 -1.7515788733626455e+03 +2.1703701266819641e+07 +4.3994590075118780e+09 -1.0035411614696724e+11 +3.5493763677685719e+13 +2.1484760671898884e+14 -2.4799878398004504e+20 
+1.4200000000000001e+01 -1.2818889517572250e-06 +6.2790859317065484e-01 +3.5434766762733848e-02 -2.7330606125771919e+03 -1.7815456663109742e+03 +2.2762411227214742e+07 +4.3780018773885746e+09 -1.0906962624416318e+11 +3.5649562165939453e+13 +2.2857655871770816e+14 -2.4858843070927238e+20 
+1.4300000000000001e+01 -1.2694249226277218e-06 +6.2790625457641103e-01 +3.6468237453801546e-02 -2.7329558629060880e+03 -1.8368005878608633e+03 +2.4281076284716517e+07 +4.3294893383437643e+09 -1.2134432874734908e+11 +3.6087144318362594e+13 +2.5203489959372497e+14 -2.5473804814286524e+20 
+1.4400000000000000e+01 -1.2582051112345365e-06 +6.2790337063787516e-01 +3.7856697453987176e-02 -2.7328103674739959e+03 -1.9099457215988514e+03 +2.6133173839928258e+07 +4.2589081277567024e+09 -1.3638719050423891e+11 +3.6758042501827852e+13 +2.8382164662652125e+14 -2.6556158914347840e+20 
+1.4500000000000000e+01 -1.2479281468633559e-06 +6.2790009368120303e-01 +3.9463719797267899e-02 -2.7326358986496466e+03 -1.9935831100053747e+03 +2.8192180488122001e+07 +4.1712449861604791e+09 -1.5340717192284018e+11 +3.7613789053798836e+13 +3.2253579910405138e+14 -2.8017300609736612e+20 
+1.4600000000000001e+01 -1.2382926611735151e-06 +6.2789657603252813e-01 +4.1152878344094784e-02 -2.7324442287998008e+03 -2.0803148420336679e+03 +3.0331573739363201e+07 +4.0714866530986137e+09 -1.7161324074589667e+11 +3.8605916321415320e+13 +3.6677637684065319e+14 -2.9768625155666104e+20 
+1.4700000000000001e+01 -1.2289972848195000e-06 +6.2789297001808531e-01 +4.2787746606053147e-02 -2.7322471302967324e+03 -2.1627429870923461e+03 +3.2424830720450394e+07 +3.9646198702179399e+09 -1.9021436165339563e+11 +3.9685956632425070e+13 +4.1514239110365425e+14 -3.1721527776314720e+20 
+1.4800000000000001e+01 -1.2197406475694373e-06 +6.2788942796385061e-01 +4.4231897783931537e-02 -2.7320563754993532e+03 -2.2334695972079976e+03 +3.4345428217984878e+07 +3.8556313743414001e+09 -2.0841949661134171e+11 +4.0805442358346586e+13 +4.6623284559752550e+14 -3.3787403764423872e+20 
+1.4900000000000000e+01 -1.2102213805145402e-06 +6.2788610219608287e-01 +4.5348905531120101e-02 -2.7318837367811561e+03 -2.2850967492158843e+03 +3.5966843496016979e+07 +3.7495079075195999e+09 -2.2543761134227814e+11 +4.1915905823389836e+13 +5.1864675437585000e+14 -3.5877648338929110e+20 
+1.5000000000000000e+01 -1.2001381134537192e-06 +6.2788314504089304e-01 +4.6002343069019007e-02 -2.7317409865082673e+03 -2.3102264966542016e+03 +3.7162553375907570e+07 +3.6512362092593617e+09 -2.4047766812108588e+11 +4.2968879374543352e+13 +5.7098312207296850e+14 -3.7903656753815565e+20 
+1.5100000000000001e+01 -1.1892565176438504e-06 +6.2788067695544347e-01 +4.6090837784866223e-02 -2.7316374447660719e+03 -2.3033847854639916e+03 +3.7836354168776773e+07 +3.5650889146530619e+09 -2.5289701985455249e+11 +4.3921909521016305e+13 +6.2190959537520962e+14 -3.9786645628420961e+20 
+1.5200000000000001e+01 -1.1776104180132237e-06 +6.2787869092075255e-01 +4.5653229565613074e-02 -2.7315726225014332e+03 -2.2667929005184978e+03 +3.8013315656773895e+07 +3.4924822362907472e+09 -2.6264654632322977e+11 +4.4756599463191320e+13 +6.7036829013315550e+14 -4.1487117106682239e+20 
+1.5300000000000001e+01 -1.1653006793909662e-06 +6.2787714804919958e-01 +4.4763411914764697e-02 -2.7315435783967187e+03 -2.2045959883754026e+03 +3.7748826511845671e+07 +3.4341182882225513e+09 -2.6982551316511212e+11 +4.5460566510431391e+13 +7.1536995097639075e+14 -4.2975394614685971e+20 
+1.5400000000000000e+01 -1.1524281668763050e-06 +6.2787600945269306e-01 +4.3495278486178762e-02 -2.7315473711107547e+03 -2.1209392058139438e+03 +3.7098275629894361e+07 +3.3906991764085340e+09 -2.7453318794260519e+11 +4.6021428044330703e+13 +7.5592532818725112e+14 -4.4221801689156819e+20 
+1.5500000000000000e+01 -1.1390937450497451e-06 +6.2787523624340058e-01 +4.1922722701385397e-02 -2.7315810593146839e+03 -2.0199676948127917e+03 +3.6117051592295796e+07 +3.3629270107675233e+09 -2.7686883556182135e+11 +4.6426801411935008e+13 +7.9104516433037525e+14 -4.5196661815629788e+20 
