# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=8][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=10][T/m^n] polynom_a[n=13][T/m^n] 
+1.9940000000000001e+02 -4.9474494952821244e-04 -1.7161789243654958e-07 +9.2239383204856820e-02 -1.0474040911333667e-03 -4.6819287333706940e+00 -3.1056718802839273e+03 +3.8875839701332391e+05 +2.4634662055551134e+07 -3.4670697773769526e+09 -6.2006328143399467e+10 +5.3014270016463616e+16 
+1.9950000000000000e+02 -4.9372747679813256e-04 -1.7156361467476226e-07 +9.1992922035656968e-02 -1.0247024430625718e-03 -4.6450641724181008e+00 -3.3212699133863725e+03 +3.9307790006586508e+05 +2.5472098984247740e+07 -3.5308664870220046e+09 -6.2703692926436455e+10 +5.4324685157933112e+16 
+1.9960000000000002e+02 -4.9271245586940795e-04 -1.7189355934333679e-07 +9.1747152447551147e-02 -9.7938017664785668e-04 -4.6092451363781732e+00 -3.5095906147650080e+03 +3.8944710739225737e+05 +2.6090739215102073e+07 -3.5246430907007971e+09 -6.2824517396285759e+10 +5.4604644922023744e+16 
+1.9970000000000002e+02 -4.9169988060207808e-04 -1.7256445486102322e-07 +9.1502115027870062e-02 -9.1220967930358667e-04 -4.5751648640342495e+00 -3.6667270293471088e+03 +3.7731631468199921e+05 +2.6494457631874595e+07 -3.4416678151737347e+09 -6.2443444274338936e+10 +5.3722411571886544e+16 
+1.9980000000000001e+02 -4.9068974485629079e-04 -1.7353303440595797e-07 +9.1257850407808080e-02 -8.2396303014007808e-04 -4.5435192730909151e+00 -3.7887166150230551e+03 +3.5613568907657207e+05 +2.6686666995393705e+07 -3.2752076879707203e+09 -6.1633788631456528e+10 +5.1546228053259024e+16 
+1.9990000000000001e+02 -4.8968204249216546e-04 -1.7475600998524531e-07 +9.1014399202139148e-02 -7.1541343022672331e-04 -4.5150030945062305e+00 -3.8716239076795891e+03 +3.2535580252777884e+05 +2.6671019278239228e+07 -3.0185333926864400e+09 -6.0469582352806664e+10 +4.7944394048823136e+16 
+2.0000000000000000e+02 -4.8867676736987929e-04 -1.7619009069874945e-07 +9.0771802050160805e-02 -5.8733428249673587e-04 -4.4903126251647585e+00 -3.9114799213305910e+03 +2.8442732271870336e+05 +2.6450881384809054e+07 -2.6649165507621756e+09 -5.9024024202621674e+10 +4.2785225510774768e+16 
+2.0010000000000002e+02 -4.8767391333257270e-04 -1.7778510427669261e-07 +9.0530091838701213e-02 -4.4150458171050193e-04 -4.4700474949871323e+00 -3.9045358304071956e+03 +2.3340627768020259e+05 +2.6025406330561515e+07 -2.2135453631854963e+09 -5.7346648211633621e+10 +3.6034352521383936e+16 
+2.0020000000000002e+02 -4.8667347415660295e-04 -1.7946330429003511e-07 +9.0289270948510136e-02 -2.8372861872759110e-04 -4.4544498921244751e+00 -3.8473365306610981e+03 +1.7477135132084010e+05 +2.5372119435560320e+07 -1.6872858066033123e+09 -5.5378835894465294e+10 +2.8046850771811088e+16 
+2.0030000000000001e+02 -4.8567544360126686e-04 -1.8114004091534590e-07 +9.0049333993052177e-02 -1.2081750862371883e-04 -4.4436643937631635e+00 -3.7366664264287842e+03 +1.1160705985095899e+05 +2.4464489173892714e+07 -1.1149247836028426e+09 -5.3038743904085403e+10 +1.9275179479078644e+16 
+2.0040000000000001e+02 -4.8467981542606642e-04 -1.8273066959536266e-07 +8.9810275669870196e-02 +4.0417935137424679e-05 -4.4378405938037400e+00 -3.5692081921219792e+03 +4.6997804568479674e+04 +2.3275154168151651e+07 -5.2524814676537174e+08 -5.0242180929932716e+10 +1.0171781352983842e+16 
+2.0050000000000000e+02 -4.8368658339050056e-04 -1.8415054572273659e-07 +8.9572090664252646e-02 +1.9316689276293580e-04 -4.4371271357991624e+00 -3.3416659296102862e+03 -1.5972007172769219e+04 +2.1776937953096833e+07 +5.2958184750856981e+07 -4.6905497098399582e+10 +1.1891003962196162e+15 
+2.0060000000000002e+02 -4.8269574125395627e-04 -1.8531501997108741e-07 +8.9334773631036743e-02 +3.3061829519509496e-04 -4.4416711320852444e+00 -3.0507721265235841e+03 -7.4217882667382321e+04 +1.9942883751219362e+07 +5.9090753896971726e+08 -4.2945643801174797e+10 -7.2204081408940220e+15 
+2.0070000000000002e+02 -4.8170728277558859e-04 -1.8613945952414824e-07 +8.9098319136531740e-02 +4.4596191460829620e-04 -4.4516145845529342e+00 -2.6933609073766738e+03 -1.2465562245000158e+05 +1.7746853227252282e+07 +1.0598158685230281e+09 -3.8281866782888008e+10 -1.4604329281596634e+16 
+2.0080000000000001e+02 -4.8072120171531766e-04 -1.8653921314345520e-07 +8.8862722020996446e-02 +5.3238656286118500e-04 -4.4671150401673136e+00 -2.2659591745377197e+03 -1.6420068126839719e+05 +1.5160239917836582e+07 +1.4308959954907236e+09 -3.2826497615299999e+10 -2.0510199193459892e+16 
+2.0090000000000001e+02 -4.7973749183212097e-04 -1.8642963065824856e-07 +8.8627976792532662e-02 +5.8308114066913568e-04 -4.4883112770427092e+00 -1.7654642446818445e+03 -1.8976855587295626e+05 +1.2157412021222495e+07 +1.6753611463667991e+09 -2.6500201345793262e+10 -2.4485560842110732e+16 
+2.0100000000000000e+02 -4.7875614688566530e-04 -1.8572606935228822e-07 +8.8394078199286935e-02 +5.9123493777366357e-04 -4.5153555920677650e+00 -1.1885069038306478e+03 -1.9827488736675886e+05 +8.7105976386892870e+06 +1.7644258710139315e+09 -1.9217646369565884e+10 -2.6077978245925880e+16 
+2.0110000000000002e+02 -4.7777716055887585e-04 -1.8438493313258598e-07 +8.8161010755557642e-02 +5.5287858932418898e-04 -4.5479479042057998e+00 -5.3859269149212287e+02 -1.8781205416247871e+05 +4.8368604102581022e+06 +1.6801169053562462e+09 -1.1001214983253664e+10 -2.5002390561838196e+16 
+2.0120000000000002e+02 -4.7680052622965744e-04 -1.8252684889469095e-07 +8.7928718717591114e-02 +4.7541031173496592e-04 -4.5840168706462530e+00 +1.5402988829279619e+02 -1.6118030455126701e+05 +7.2652216649732646e+05 +1.4477184341204557e+09 -2.2870661730343394e+09 -2.1643381458500964e+16 
+2.0130000000000001e+02 -4.7582623719913657e-04 -1.8031345736214811e-07 +8.7697136092664982e-02 +3.6906794033532230e-04 -4.6210379062508720e+00 +8.5222093555947049e+02 -1.2235599729753083e+05 -3.3851305349005056e+06 +1.1033211385348992e+09 +6.3805776477440491e+09 -1.6552820628657690e+16 
+2.0140000000000001e+02 -4.7485428676888097e-04 -1.7790642614479124e-07 +8.7466197043552601e-02 +2.4409078784224205e-04 -4.6564951668037065e+00 +1.5190122170555217e+03 -7.5316051566631693e+04 -7.2641841513517024e+06 +6.8302085135850811e+08 +1.4461327862765247e+10 -1.0282659837719172e+16 
+2.0150000000000000e+02 -4.7388466824018106e-04 -1.7546741534408645e-07 +8.7235835637738179e-02 +1.1071774910081188e-04 -4.6878675685543731e+00 +2.1173341505732351e+03 -2.4037225519852840e+04 -1.0675923386596564e+07 +2.2291191815965211e+08 +2.1412575595110600e+10 -3.3848270051699370e+15 
+2.0160000000000002e+02 -4.7291737491431178e-04 -1.7315809992077077e-07 +8.7005985934760513e-02 -2.0811549440748742e-05 -4.7126334272683250e+00 +2.6101031559865519e+03 +2.7503472315494892e+04 -1.3385507792021519e+07 -2.4090907921016419e+08 +2.6691334081941242e+10 +3.5887156500169495e+15 
+2.0170000000000002e+02 -4.7195240009272857e-04 -1.7114011720567131e-07 +8.6776582057148777e-02 -1.4025941976954614e-04 -4.7282746431298985e+00 +2.9603068820152093e+03 +7.5329724879657340e+04 -1.5158672346847087e+07 -6.7235180639060986e+08 +2.9756236726716671e+10 +1.0086103195992060e+16 
+2.0180000000000001e+02 -4.7098973707683273e-04 -1.6957514510881565e-07 +8.6547558112738371e-02 -2.3738598386642407e-04 -4.7322724371262455e+00 +3.1309215031642502e+03 +1.1546440021036807e+05 -1.5761070536387729e+07 -1.0353184804600053e+09 +3.0065710180013813e+10 +1.5555352938011150e+16 
+2.0190000000000001e+02 -4.7002937916785397e-04 -1.6862482399985210e-07 +8.6318848141898677e-02 -3.0195343650303900e-04 -4.7221039506971225e+00 +3.0848391737166430e+03 +1.4393115227116074e+05 -1.4957661245226173e+07 -1.2937185371684799e+09 +2.7076194064720947e+10 +1.9444597013456828e+16 
+2.0200000000000000e+02 -4.6907131966735866e-04 -1.6845085046611587e-07 +8.6090386307578884e-02 -3.2372098527645677e-04 -4.6952533942251993e+00 +2.7850933415437121e+03 +1.5675254169295591e+05 -1.2514547899787957e+07 -1.4114514685441346e+09 +2.0247354575514622e+10 +2.1201811424328336e+16 
+2.0210000000000002e+02 -4.6811555204311918e-04 -1.6915356051786239e-07 +8.5862129277396310e-02 -2.9579517180321289e-04 -4.6501983391112809e+00 +2.2102875014920141e+03 +1.5116610679056085e+05 -8.3007543677882766e+06 -1.3632963672087076e+09 +9.2849574728235207e+09 +2.0438837746693324e+16 
+2.0220000000000002e+02 -4.6716207043043430e-04 -1.7058813906868023e-07 +8.5634124693011848e-02 -2.2465671361196832e-04 -4.5894437406022837e+00 +1.4023684837046433e+03 +1.2926386139197182e+05 -2.6055141239895737e+06 -1.1675016042308598e+09 -5.0969652122503500e+09 +1.7422215192234458e+16 
+2.0230000000000001e+02 -4.6621086913048703e-04 -1.7254845683097763e-07 +8.5406442588717019e-02 -1.2013122582654513e-04 -4.5164815777307208e+00 +4.1872766609424889e+02 +9.4351913313563186e+04 +4.1800304383902228e+06 -8.5318712879772103e+08 -2.1941125099646175e+10 +1.2582222789930174e+16 
+2.0240000000000001e+02 -4.6526194244519812e-04 -1.7482838372504389e-07 +8.5179153251340331e-02 +7.9556239964571961e-06 -4.4348179106913994e+00 -6.8296771159202831e+02 +4.9736397347412829e+04 +1.1662531570448238e+07 -4.4947316845682448e+08 -4.0284073912853638e+10 +6.3491448126709350e+15 
+2.0250000000000000e+02 -4.6431528467622945e-04 -1.7722179540957772e-07 +8.4952326885933030e-02 +1.4977846032259465e-04 -4.3479544143174600e+00 -1.8451344273967127e+03 -1.2766586828110937e+03 +1.9449303859796733e+07 +1.4521035334930165e+07 -5.9164196130576065e+10 -8.4675040653398412e+14 
+2.0260000000000002e+02 -4.6337089012505185e-04 -1.7952258983381408e-07 +8.4726033622308461e-02 +2.9551303758771740e-04 -4.2593883323928949e+00 -3.0102785366253634e+03 -5.5381618374114994e+04 +2.7148387365557913e+07 +5.0967973642640406e+08 -7.7621923573705154e+10 -8.5752479647837280e+15 
+2.0270000000000002e+02 -4.6242875309341171e-04 -1.8152462032752080e-07 +8.4500343693301741e-02 +4.3533285140959232e-04 -4.1726228729661514e+00 -4.1207868651547042e+03 -1.0927206139725889e+05 +3.4366857267928362e+07 +1.0068801743698558e+09 -9.4694971471666061e+10 -1.6406025287932166e+16 
+2.0280000000000001e+02 -4.6148886788293389e-04 -1.8302176099964588e-07 +8.4275327280890031e-02 +5.5941248700987559e-04 -4.0911581377981339e+00 -5.1191103513776616e+03 -1.5964195484271404e+05 +4.0712318740847364e+07 +1.4770030745860412e+09 -1.0942257003425145e+11 -2.3908813668936232e+16 
+2.0290000000000001e+02 -4.6055122879512896e-04 -1.8380788965751840e-07 +8.4051054540713280e-02 +6.5792663333810047e-04 -4.0184931572383631e+00 -5.9477159024669645e+03 -2.0318527892265710e+05 +4.5792476716411024e+07 +1.8909292290912092e+09 -1.2084417111145753e+11 -3.0653344460053236e+16 
+2.0300000000000000e+02 -4.5961583013171789e-04 -1.8367690251673192e-07 +8.3827595687686177e-02 +7.2105095979230292e-04 -3.9581298655298691e+00 -6.5490186422663273e+03 -2.3659636882390844e+05 +4.9214650655483849e+07 +2.2195426409041953e+09 -1.2799820829776891e+11 -3.6209398988288336e+16 
+2.0310000000000002e+02 -4.5868266623458483e-04 -1.8249091130487761e-07 +8.3605005852179559e-02 +7.4174133859760294e-04 -3.9126516959946813e+00 -6.8817136907525255e+03 -2.5737813936658588e+05 +5.0701881018372484e+07 +2.4405107293671885e+09 -1.3021539614661259e+11 -4.0240165818077416e+16 
+2.0320000000000002e+02 -4.5775173160673868e-04 -1.8038508205299421e-07 +8.3383279947696953e-02 +7.2408400799946107e-04 -3.8809735967917791e+00 -6.9695236629156434e+03 -2.6627110046576377e+05 +5.0439439173105434e+07 +2.5586638241780639e+09 -1.2799392435704590e+11 -4.2782910191607096e+16 
+2.0330000000000001e+02 -4.5682302079115030e-04 -1.7756282280803269e-07 +8.3162397726386714e-02 +6.7494665980680105e-04 -3.8610875279853589e+00 -6.8525414716050082e+03 -2.6482474197721330e+05 +4.8729052107749417e+07 +2.5856191619510908e+09 -1.2212634064895705e+11 -4.3968356249493144e+16 
+2.0340000000000001e+02 -4.5589652833141574e-04 -1.7422758846118615e-07 +8.2942339153841957e-02 +6.0119951206200355e-04 -3.8509972461806239e+00 -6.5706306485569767e+03 -2.5458949055353590e+05 +4.5870623966211490e+07 +2.5330025266794090e+09 -1.1340012551139630e+11 -4.3927362850911808e+16 
+2.0350000000000000e+02 -4.5497224877025743e-04 -1.7058277105477926e-07 +8.2723083898538288e-02 +5.0970942306238385e-04 -3.8486901092492509e+00 -6.1639733672354751e+03 -2.3711453995927333e+05 +4.2166589910409518e+07 +2.4124284906693687e+09 -1.0260979297496152e+11 -4.2790612963745328e+16 
+2.0360000000000002e+02 -4.5405017665125033e-04 -1.6683180603698562e-07 +8.2504611918902793e-02 +4.0734553711769823e-04 -3.8521695045701305e+00 -5.6724398264748052e+03 -2.1394990984849309e+05 +3.7916903560009383e+07 +2.2355191025168920e+09 -9.0542952891133804e+10 -4.0688906124973104e+16 
+2.0370000000000002e+02 -4.5313030651743653e-04 -1.6317811007601817e-07 +8.2286902992489697e-02 +3.0097606837534271e-04 -3.8594288204537754e+00 -5.1360949384144906e+03 -1.8664530580889632e+05 +3.3423068367205992e+07 +2.0138936241235156e+09 -7.7991529848466263e+10 -3.7752999576119424e+16 
+2.0380000000000001e+02 -4.5221263291199442e-04 -1.5982509508399204e-07 +8.2069936941468871e-02 +1.9746897902285561e-04 -3.8684638527893469e+00 -4.5949574586864001e+03 -1.5675033683499965e+05 +2.8986224367742632e+07 +1.7591704244229431e+09 -6.5746444692025055e+10 -3.4113636224794000e+16 
+2.0390000000000001e+02 -4.5129715037828076e-04 -1.5697619648070307e-07 +8.1853693649257042e-02 +1.0369336480740204e-04 -3.8772738208356574e+00 -4.0889790421043895e+03 -1.2581499477756767e+05 +2.4906975251630686e+07 +1.4829712821590638e+09 -5.4597120755239021e+10 -2.9901611105521904e+16 
+2.0400000000000000e+02 -4.5038385345936416e-04 -1.5483482345864498e-07 +8.1638152905748551e-02 +2.6517040163153487e-05 -3.8838528879869028e+00 -3.6582083258221396e+03 -9.5388834108235591e+04 +2.1486688287699081e+07 +1.1969140681876833e+09 -4.5335089773999046e+10 -2.5247659236876508e+16 
+2.0410000000000002e+02 -4.4947273657996968e-04 -1.5354360818242921e-07 +8.1423295451214309e-02 -2.8812330322666909e-05 -3.8865297733729225e+00 -3.3359121058055771e+03 -6.6817915172487134e+04 +1.8977062721015621e+07 +9.1174246774493122e+08 -3.8624652107752235e+10 -2.0288481646889800e+16 
+2.0420000000000002e+02 -4.4856379369045680e-04 -1.5300195298148537e-07 +8.1209105516797733e-02 -6.3533943115402536e-05 -3.8849549541871671e+00 -3.1285421054165649e+03 -4.0632106466720812e+04 +1.7433567411899935e+07 +6.3468347568995988e+08 -3.4627893942819275e+10 -1.5184334399613680e+16 
+2.0430000000000001e+02 -4.4765701862253148e-04 -1.5304845982197168e-07 +8.0995568189512035e-02 -8.0508332603415318e-05 -3.8791085619141783e+00 -3.0358593687296784e+03 -1.7157358460315852e+04 +1.6862703948871650e+07 +3.7208606097469139e+08 -3.3381568361315189e+10 -1.0101379429766150e+16 
+2.0440000000000001e+02 -4.4675240520824160e-04 -1.5352175221413511e-07 +8.0782668670005942e-02 -8.2594916209379431e-05 -3.8689769160416918e+00 -3.0575059576986796e+03 +3.2799776712746261e+03 +1.7270036828345161e+07 +1.3030281973333922e+08 -3.4919842465338341e+10 -5.2058353180430330e+15 
+2.0450000000000000e+02 -4.4584994727929088e-04 -1.5426043866065032e-07 +8.0570392040278577e-02 -7.2653900567363640e-05 -3.8545397353237920e+00 -3.1932528070424787e+03 +2.0353834406489383e+04 +1.8662157316105582e+07 -8.4316215165092424e+07 -3.9279742467402145e+10 -6.6388076924690512e+14 
+2.0460000000000002e+02 -4.4494963866748303e-04 -1.5510311927991071e-07 +8.0358723418462313e-02 -5.3545909209576595e-05 -3.8357788175200729e+00 -3.4428292619757967e+03 +3.3738287344891738e+04 +2.1045319290795922e+07 -2.6542228935192594e+08 -4.6497342056418365e+10 +3.3583251191927010e+15 
+2.0470000000000002e+02 -4.4405147320478557e-04 -1.5588840798606413e-07 +8.0147647978119491e-02 -2.8130840112061728e-05 -3.8126789894275115e+00 -3.8059063500049001e+03 +4.3107152888192955e+04 +2.4425316975325823e+07 -4.0666431170572627e+08 -5.6607445727180237e+10 +6.6945870184948480e+15 
+2.0480000000000001e+02 -4.4315544472295847e-04 -1.5645491264357574e-07 +7.9937150821794145e-02 +7.3104190846114766e-07 -3.7852211397595545e+00 -4.2822318172250343e+03 +4.8134392848651529e+04 +2.8808554885725677e+07 -5.0169253680960906e+08 -6.9646555437960571e+10 +9.1787311734617400e+15 
+2.0490000000000001e+02 -4.4226154705374936e-04 -1.5664123797773677e-07 +7.9727217046962395e-02 +3.0179381229950796e-05 -3.7533858689695245e+00 -4.8715590667123079e+03 +4.8493978233264686e+04 +3.4201482644817948e+07 -5.4415724505819190e+08 -8.5651298658925537e+10 +1.0644583069939168e+16 
+2.0500000000000000e+02 -4.4136977402909911e-04 -1.5628600888237024e-07 +7.9517831817016313e-02 +5.7354786784070966e-05 -3.7171574199914792e+00 -5.5735707321708924e+03 +4.3859564828019320e+04 +4.0609988157201238e+07 -5.2770594477733147e+08 -1.0465674346628287e+11 +1.0925926600843044e+16 
+2.0510000000000002e+02 -4.4048011961908974e-04 -1.5527501385783385e-07 +7.9308986827309108e-02 +7.9830966099694235e-05 -3.6769278491791684e+00 -6.3783236279661724e+03 +3.4173829488913405e+04 +4.7954899949521028e+07 -4.4939498097317988e+08 -1.2644879121749617e+11 +9.9285157698231060e+15 
+2.0520000000000002e+02 -4.3959257834676896e-04 -1.5368278325093917e-07 +7.9100700010610647e-02 +9.6918212427466699e-05 -3.6347256569275923e+00 -7.2372825094497957e+03 +2.0454173640010220e+04 +5.5816177502634145e+07 -3.1990413119933808e+08 -1.4981508384830469e+11 +7.8458073038056450e+15 
+2.0530000000000001e+02 -4.3870714487346315e-04 -1.5163105569393961e-07 +7.8892995876404318e-02 +1.0836217103323599e-04 -3.5929895908343732e+00 -8.0922393401210020e+03 +3.9862378474328007e+03 +6.3688349154260851e+07 -1.5331500639771143e+08 -1.7329306569118289e+11 +4.9431202949583040e+15 
+2.0540000000000001e+02 -4.3782381386066902e-04 -1.4924155858906731e-07 +7.8685898995598233e-02 +1.1390785710898354e-04 -3.5541618812790845e+00 -8.8849173925212181e+03 -1.3944097703021835e+04 +7.1065392576788306e+07 +3.6288584450074203e+07 -1.9541864148170023e+11 +1.4858086908683675e+15 
+2.0550000000000000e+02 -4.3694257996943343e-04 -1.4663601293886742e-07 +7.8479433776165022e-02 +1.1330004187590067e-04 -3.5206754503173396e+00 -9.5572248145904832e+03 -3.2050888898109766e+04 +7.7442776385792762e+07 +2.3482230340180919e+08 -2.1473190545583350e+11 -2.2607662142142930e+15 
+2.0560000000000002e+02 -4.3606343786131089e-04 -1.4393615615273842e-07 +7.8273624811858858e-02 +1.0628427776128335e-04 -3.4949739046962405e+00 -1.0050856546553367e+04 -4.9048452830366929e+04 +8.2314243819579154e+07 +4.2820413494648272e+08 -2.2976809076723975e+11 -6.0312785895521230e+15 
+2.0570000000000002e+02 -4.3518638219763813e-04 -1.4126370881849552e-07 +7.8068496612309080e-02 +9.2605260914697642e-05 -3.4794958675652881e+00 -1.0307608967241293e+04 -6.3650807955044220e+04 +8.5174370817653045e+07 +6.0234938808026624e+08 -2.3906480200474152e+11 -9.5603614710155080e+15 
+2.0580000000000001e+02 -4.3431140763970627e-04 -1.3874038750591823e-07 +7.7864073674363904e-02 +7.2007510177998321e-05 -3.4766793834700387e+00 -1.0269287653179294e+04 -7.4571912929781392e+04 +8.5517793123828202e+07 +7.4317282975955784e+08 -2.4115977980731989e+11 -1.2582639296097174e+16 
+2.0590000000000001e+02 -4.3343850884882302e-04 -1.3648794591659699e-07 +7.7660380505681900e-02 +4.4237383174936276e-05 -3.4889631899479165e+00 -9.8776839784490203e+03 -8.0526358045903762e+04 +8.2839031437183127e+07 +8.3659487441482878e+08 -2.3459044342077145e+11 -1.4832823264576086e+16 
+2.0600000000000000e+02 -4.3256768048639859e-04 -1.3462809539070782e-07 +7.7457441641495248e-02 +9.0391870449022322e-06 -3.5187873946533097e+00 -9.0745641487092580e+03 -8.0228051490479396e+04 +7.6632412891647026e+07 +8.6852990408683383e+08 -2.1789368454437823e+11 -1.6045533359311606e+16 
+2.0610000000000002e+02 -4.3169891723436604e-04 -1.3325014782756057e-07 +7.7255269799119466e-02 -3.3466794558909770e-05 -3.5674502062006961e+00 -7.8283790915750242e+03 -7.2830313147803245e+04 +6.6619962352373034e+07 +8.2939174313925457e+08 -1.9025654032050626e+11 -1.6034786205701294e+16 
+2.0620000000000002e+02 -4.3083221385757393e-04 -1.3231372819045935e-07 +7.7053830691858782e-02 -8.1660437727603581e-05 -3.6316969245716098e+00 -6.2140324046793221e+03 -5.9242845984756888e+04 +5.3432209951814085e+07 +7.2758104482169664e+08 -1.5346024110416840e+11 -1.4932024426099266e+16 
+2.0630000000000001e+02 -4.2996756514137484e-04 -1.3174606402812895e-07 +7.6853078208281966e-02 -1.3354536411922384e-04 -3.7071306183085979e+00 -4.3331178127980993e+03 -4.0814924539865147e+04 +3.7927418594189353e+07 +5.7599950337894094e+08 -1.0993624069438086e+11 -1.2948115328802668e+16 
+2.0640000000000001e+02 -4.2910496587133168e-04 -1.3147434554086604e-07 +7.6652966310724824e-02 -1.8712714679524467e-04 -3.7893584895716770e+00 -2.2871481053650673e+03 -1.8895121804936887e+04 +2.0963205635803811e+07 +3.8754246751425016e+08 -6.2114194735758224e+10 -1.0293827341987208e+16 
+2.0650000000000000e+02 -4.2824441083273772e-04 -1.3142580322619862e-07 +7.6453448860113002e-02 -2.4040928686621933e-04 -3.8739818470812089e+00 -1.7775424453794923e+02 +5.1672544468216629e+03 +3.3981470936277974e+06 +1.7511190936309502e+08 -1.2426463302358961e+10 -7.1800316788622780e+15 
+2.0660000000000002e+02 -4.2738589481116393e-04 -1.3152765390904587e-07 +7.6254479824455323e-02 -2.9139599582335472e-04 -3.9566083014938536e+00 +1.8935601843583731e+03 +3.0023152453306669e+04 -1.3910220167791385e+07 -4.8392520186037421e+07 +3.6697537359769089e+10 -3.8175632103075000e+15 
+2.0670000000000002e+02 -4.2652941259197196e-04 -1.3170708661355493e-07 +7.6056013092696273e-02 -3.3809291871051181e-04 -4.0328408645395122e+00 +3.8251993424155498e+03 +5.4324028669601095e+04 -3.0103610593219742e+07 -2.7007574776129955e+08 +8.2826278038503754e+10 -4.1718589094143094e+14 
+2.0680000000000001e+02 -4.2567495896043945e-04 -1.3189133452428197e-07 +7.5858002523941287e-02 -3.7850339259707814e-04 -4.0982808233500183e+00 +5.5155326974458121e+03 +7.6720508623435846e+04 -4.4323455835754782e+07 -4.7703517953122967e+08 +1.2352742803552003e+11 +2.8102190215248200e+15 
+2.0690000000000001e+02 -4.2482252870231440e-04 -1.3200760379130764e-07 +7.5660402142157815e-02 -4.1063217705303301e-04 -4.1485387716423299e+00 +6.8631133543421211e+03 +9.5863735480535805e+04 -5.5712662315649055e+07 -6.5637292422153735e+08 +1.5637278859655457e+11 +5.6538440174685430e+15 
+2.0700000000000000e+02 -4.2397211660275620e-04 -1.3198310690424606e-07 +7.5463165767144930e-02 -4.3248371425029004e-04 -4.1792138746739207e+00 +7.7662703295689862e+03 +1.1040473911422816e+05 -6.3412345361638457e+07 -7.9519006043163884e+08 +1.7892916114705054e+11 +7.9028653414313630e+15 
+2.0710000000000002e+02 -4.2312371739432420e-04 -1.3176688992261546e-07 +7.5266257995374355e-02 -4.4249269286524364e-04 -4.1871236037619557e+00 +8.1514456566879626e+03 +1.1928915515824893e+05 -6.6797276156896666e+07 -8.8339419765290642e+08 +1.8941236973311615e+11 +9.3925434929372560e+15 
+2.0720000000000002e+02 -4.2227732559696024e-04 -1.3139537021783042e-07 +7.5069685750760881e-02 -4.4081304227770838e-04 -4.1739148161699458e+00 +8.0566716307508859e+03 +1.2264046743337392e+05 -6.6169950427123904e+07 -9.2211397390376484e+08 +1.8861505140352231e+11 +1.0142398395930320e+16 
+2.0730000000000001e+02 -4.2143293567780830e-04 -1.3092679634015916e-07 +7.4873466667534361e-02 -4.2802910099689549e-04 -4.1424490382667214e+00 +7.5480232174880221e+03 +1.2087683320052999e+05 -6.2065962713356212e+07 -9.1528518895100009e+08 +1.7797732121704877e+11 +1.0218044409283684e+16 
+2.0740000000000001e+02 -4.2059054210366912e-04 -1.3041938502536940e-07 +7.4677618255863332e-02 -4.0472682227190578e-04 -4.0955806980450973e+00 +6.6914342929806862e+03 +1.1441697405787764e+05 -5.5019769485386677e+07 -8.6684870320069563e+08 +1.5893609651428281e+11 +9.6851737933755640e+15 
+2.0750000000000000e+02 -4.1975013934183986e-04 -1.2993140352464380e-07 +7.4482158196866294e-02 -3.7148958359111919e-04 -4.0361737471323975e+00 +5.5530249252378799e+03 +1.0367870781622131e+05 -4.5567312362417027e+07 -7.8073725955742598e+08 +1.3293243406238271e+11 +8.6093535104660880e+15 
+2.0760000000000002e+02 -4.1891172185892051e-04 -1.2952110120607788e-07 +7.4287103942433666e-02 -3.2890167353998354e-04 -3.9670797213329969e+00 +4.1986770002601615e+03 +8.9080171019779009e+04 -3.4242658765743695e+07 -6.6088646269420207e+08 +1.0140221986098297e+11 +7.0561947113482090e+15 
+2.0770000000000002e+02 -4.1807528412234188e-04 -1.2924670933959300e-07 +7.4092473216385332e-02 -2.7754830806250044e-04 -3.8911648426280938e+00 +2.6945535200070321e+03 +7.1039830058749008e+04 -2.1582084396312241e+07 -5.1123489311848241e+08 +6.5787424242028122e+10 +5.0913547520036390e+15 
+2.0780000000000001e+02 -4.1724082059893530e-04 -1.2916648241851229e-07 +7.3898283541715029e-02 -2.1801350163546730e-04 -3.8112843252950146e+00 +1.1066046291116845e+03 +4.9975717580769786e+04 -8.1201804154324876e+06 -3.3571719607700217e+08 +2.7525349940983257e+10 +2.7804293536318355e+15 
+2.0790000000000001e+02 -4.1640832575555572e-04 -1.2933865668157450e-07 +7.3704552454889480e-02 -1.5088223508887488e-04 -3.7302943216593545e+00 -4.9919866629743484e+02 +2.6306226337454711e+04 +5.6082809630485000e+06 -1.3827131768868187e+08 -1.1946164708715469e+10 +1.8906668639828716e+14 
+2.0800000000000000e+02 -4.1557779405944286e-04 -1.2982147724648319e-07 +7.3511297614563459e-02 -7.6738996613606456e-05 -3.6510574204449977e+00 -2.0567645827603073e+03 +4.4955405909873832e+02 +1.9067593718268678e+07 +7.7166615248266250e+07 -5.1186741356961876e+10 -2.6171146585254610e+15 
