# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=8][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=10][T/m^n] polynom_a[n=13][T/m^n] 
+8.5999999999999996e+00 -2.4021975642283838e-02 -7.9011067317514169e-06 -1.3135158247406419e-02 -1.0353037417685149e+00 +4.5470710325296764e+05 -3.7521410764739966e+08 -3.3370549073049195e+07 -8.0221618546425586e+11 +1.3915173716688040e+12 -4.0326980541271565e+15 -3.2591297576976216e+19 
+8.7000000000000011e+00 -2.4021934036329035e-02 +7.5621188329730059e-06 -1.7669901504697060e-02 -1.8437868934205814e+00 +4.5495831811388652e+05 -3.8055227080699641e+08 +2.1210621826003414e+08 -7.5634169345190393e+11 -7.3096428298500830e+11 -4.1660330268958455e+15 -1.3804980388325478e+18 
+8.8000000000000007e+00 -2.4021893221529162e-02 +2.1896660023889284e-05 -2.1539821518228912e-02 -2.6205899926455172e+00 +4.5517840900714713e+05 -3.8534310385844594e+08 +4.5840682110219723e+08 -7.1408310717491602e+11 -2.8882974075980234e+12 -4.2916298260602235e+15 +3.0732698393595585e+19 
+8.9000000000000004e+00 -2.4021853631589700e-02 +3.4193086008883063e-05 -2.4513121716824841e-02 -3.3205501675270437e+00 +4.5535658525297767e+05 -3.8941124269531858e+08 +6.9235811406630909e+08 -6.7659373258551917e+11 -4.9665968757639033e+12 -4.4069368198574700e+15 +6.2036660121048752e+19 
+9.0000000000000000e+00 -2.4021815700216605e-02 +4.3541966083371370e-05 -2.6358005691741029e-02 -3.8985045538852323e+00 +4.5548205619021168e+05 -3.9258132369306630e+08 +9.0078695507523811e+08 -6.4502687114221362e+11 -6.8519775928537354e+12 -4.5094023903714930e+15 +9.0819756084352762e+19 
+9.0999999999999996e+00 -2.4021779740483085e-02 +4.9272760729583790e-05 -2.6916098459657863e-02 -4.3202489929353431e+00 +4.5554745644226938e+05 -3.9473456896007198e+08 +1.0734236692034665e+09 -6.2016754417658008e+11 -8.4550444906180566e+12 -4.5972792983920990e+15 +1.1573871236710805e+20 
+9.2000000000000011e+00 -2.4021745582972768e-02 +5.1670484613570029e-05 -2.6322696325215091e-02 -4.5954136194402553e+00 +4.5555912096307735e+05 -3.9597852769221807e+08 +1.2116122696103594e+09 -6.0132777912544519e+11 -9.7843610000749062e+12 -4.6720374662399810e+15 +1.3692365918144641e+20 
+9.3000000000000007e+00 -2.4021712937650125e-02 +5.1259041604091467e-05 -2.4786512891821502e-02 -4.7445871727966749e+00 +4.5552680977911799e+05 -3.9647733090303427e+08 +1.3196002012335029e+09 -5.8745135323290356e+11 -1.0872980260803814e+13 -4.7359511141861320e+15 +1.5487307897513840e+20 
+9.4000000000000004e+00 -2.4021681514472450e-02 +4.8562336419916969e-05 -2.2516263944048657e-02 -4.7883584370712349e+00 +4.5546028302793839e+05 -3.9639511163688809e+08 +1.4016349254387906e+09 -5.7748202835724695e+11 -1.1753955562328955e+13 -4.7912945036729320e+15 +1.7008545656426417e+20 
+9.5000000000000000e+00 -2.4021651023403152e-02 +4.4104274108969047e-05 -1.9720663280329190e-02 -4.7473162142429794e+00 +4.5536930074210139e+05 -3.9589600096967465e+08 +1.4619639101212065e+09 -5.7036358154294568e+11 -1.2460340253302811e+13 -4.8403418549456640e+15 +1.8305927768690619e+20 
+9.6000000000000014e+00 -2.4021621174405244e-02 +3.8408759186593035e-05 -1.6608424754896853e-02 -4.6420492753584206e+00 +4.5526362295279169e+05 -3.9514412988025677e+08 +1.5048346111630709e+09 -5.6503979105158386e+11 -1.3025187571614473e+13 -4.8853673838650420e+15 +1.9429302631280820e+20 
+9.7000000000000011e+00 -2.4021591677433386e-02 +3.1999694861534349e-05 -1.3388265131933790e-02 -4.4931463294504157e+00 +4.5515300985616900e+05 -3.9430363262312561e+08 +1.5344944639860141e+09 -5.6045440868054065e+11 -1.3481550574327682e+13 -4.9286453808310020e+15 +2.0428518367690290e+20 
+9.8000000000000007e+00 -2.4021562242454358e-02 +2.5400987183065535e-05 -1.0268897055800801e-02 -4.3211962269380750e+00 +4.5504722141874745e+05 -3.9353863894470078e+08 +1.5551909527251058e+09 -5.5555122235429028e+11 -1.3862482754223324e+13 -4.9724500351016370e+15 +2.1353423770860015e+20 
+9.9000000000000004e+00 -2.4021532579424829e-02 +1.9136539364198982e-05 -7.4590365941488573e-03 -4.1467876734606337e+00 +4.5495601779746125e+05 -3.9301328232538778e+08 +1.5711715104306817e+09 -5.4927399009158575e+11 -1.4201037144089463e+13 -5.0190556196300550e+15 +2.2253866920735877e+20 
+1.0000000000000000e+01 -2.4021502398309656e-02 +1.3730256447771748e-05 -5.1673969684255987e-03 -3.9905094713467406e+00 +4.5488915898873453e+05 -3.9289169307714748e+08 +1.5866836055803590e+09 -5.4056649537639050e+11 -1.4530267099289119e+13 -5.0707363359622230e+15 +2.3179696404764226e+20 
+1.0100000000000001e+01 -2.4021471472962741e-02 +9.5836198735145442e-06 -3.5388593347422570e-03 -3.8680599961912643e+00 +4.5485321768770367e+05 -3.9327979540901965e+08 +1.6048804620261257e+09 -5.2879719195603528e+11 -1.4874280529818039e+13 -5.1286646122305460e+15 +2.4165832941241333e+20 
+1.0200000000000001e+01 -2.4021439832815700e-02 +6.6084204421353156e-06 -2.4629690011834485e-03 -3.7755761168707558e+00 +4.5484201695005776e+05 -3.9405068047357941e+08 +1.6245383995289152e+09 -5.1503328444866583e+11 -1.5221404244858898e+13 -5.1896055865553940e+15 +2.5187486849052629e+20 
+1.0300000000000001e+01 -2.4021407571202542e-02 +4.5940257855113362e-06 -1.7654343749571753e-03 -3.7043042982165404e+00 +4.5484619225285709e+05 -3.9501922780052990e+08 +1.6433395017329550e+09 -5.0076669230320380e+11 -1.5551019686547105e+13 -5.2492224983277040e+15 +2.6204940703209708e+20 
+1.0400000000000000e+01 -2.4021374781449903e-02 +3.3298033317690345e-06 -1.2719665853149929e-03 -3.6454909986833974e+00 +4.5485637923081149e+05 -3.9600032007933211e+08 +1.6589658514385762e+09 -4.8748930932229797e+11 -1.5842508293091002e+13 -5.3031786593469310e+15 +2.7178477080275934e+20 
+1.0500000000000000e+01 -2.4021341556891243e-02 +2.6051207737031730e-06 -8.0827434993055631e-04 -3.5903826866648050e+00 +4.5486321338160819e+05 -3.9680883728071719e+08 +1.6690995337605140e+09 -4.7669305124095709e+11 -1.6075251520536125e+13 -5.3471373197381260e+15 +2.8068378578336314e+20 
+1.0600000000000001e+01 -2.4021307990850123e-02 +2.2093468191274648e-06 -2.0006981167220233e-04 -3.5302258872177674e+00 +4.5485733039428724e+05 -3.9725966312857348e+08 +1.6714226552847228e+09 -4.6986980376602124e+11 -1.6228631021732723e+13 -5.3767618135473540e+15 +2.8834928107311310e+20 
+1.0700000000000001e+01 -2.4021274176658117e-02 +1.9318484216194514e-06 +7.2693777416468406e-04 -3.4562670272836291e+00 +4.5482936579458386e+05 -3.9716767812688595e+08 +1.6636172851349628e+09 -4.6851147843124738e+11 -1.6282028104975410e+13 -5.3877154025494890e+15 +2.9438408028160724e+20 
+1.0800000000000001e+01 -2.4021240207648415e-02 +1.5619932897945842e-06 +2.1470393988830914e-03 -3.3597525808701003e+00 +4.5476995510198455e+05 -3.9634776273949111e+08 +1.6433655121494179e+09 -4.7410998667825964e+11 -1.6214824264529932e+13 -5.3756613495568880e+15 +2.9839101008168655e+20 
+1.0900000000000000e+01 -2.4021206177147352e-02 +8.8914951973183175e-07 +4.2345241431145566e-03 -3.2319290379747394e+00 +4.5466973392916407e+05 -3.9461479909386450e+08 +1.6083494292055342e+09 -4.8815722752519781e+11 -1.6006401026300557e+13 -5.3362629503254560e+15 +2.9997289753162652e+20 
+1.1000000000000000e+01 -2.4021172178481483e-02 -2.9731523981056522e-07 +7.1636806943570159e-03 -3.0640428647367135e+00 +4.5451933792555187e+05 -3.9178367022068232e+08 +1.5562511206060100e+09 -5.1214509176819885e+11 -1.5636139838897699e+13 -5.2651835255997560e+15 +2.9873256849314021e+20 
+1.1100000000000001e+01 -2.4021138305142541e-02 -2.1499909668651694e-06 +1.1049223777424349e-02 -2.8503240791168865e+00 +4.5431260774313391e+05 -3.8773329020817941e+08 +1.4856582280420434e+09 -5.4702741667334625e+11 -1.5091202394650012e+13 -5.1597118938766540e+15 +2.9439224062464187e+20 
+1.1200000000000001e+01 -2.4021104651215153e-02 -4.5892982723207857e-06 +1.5767547475359540e-02 -2.5969368838342057e+00 +4.5405620546740899e+05 -3.8259872570449907e+08 +1.3987806097051432e+09 -5.9160559670649963e+11 -1.4389871230550059e+13 -5.0236395074711010e+15 +2.8715169649478418e+20 
+1.1300000000000001e+01 -2.4021071310978376e-02 -7.4776163306909273e-06 +2.1135481429502102e-02 -2.3130289835704874e+00 +4.5375999767139339e+05 -3.7657906453338581e+08 +1.2987336627752998e+09 -6.4414305060394214e+11 -1.3558208959345969e+13 -4.8623831016727840e+15 +2.7733010781555301e+20 
+1.1400000000000000e+01 -2.4021038378673053e-02 -1.0677322675663232e-05 +2.6969842602594822e-02 -2.0077481656325888e+00 +4.5343385162209725e+05 -3.6987340793906653e+08 +1.1886328135139360e+09 -7.0290309084909277e+11 -1.2622278455891789e+13 -4.6813597063274190e+15 +2.6524665037101072e+20 
+1.1500000000000000e+01 -2.4021005948549719e-02 -1.4050796127693598e-05 +3.3087450843211866e-02 -1.6902421534057963e+00 +4.5308763443734922e+05 -3.6268085438665092e+08 +1.0715934659286155e+09 -7.6614905135437341e+11 -1.1608142394987541e+13 -4.4859862930312945e+15 +2.5122049684659490e+20 
+1.1600000000000001e+01 -2.4020974114874614e-02 -1.7460415467688812e-05 +3.9305131575741399e-02 -1.3696586711996999e+00 +4.5273121292068536e+05 -3.5520049615584368e+08 +9.5073102403776252e+08 -8.3214431558346130e+11 -1.0541863450888926e+13 -4.2816796948486975e+15 +2.3557081990824093e+20 
+1.1700000000000001e+01 -2.4020942971892834e-02 -2.0768559304293636e-05 +4.5439703059377980e-02 -1.0551454526351112e+00 +4.5237445427024213e+05 -3.4763143318069953e+08 +8.2916089551558185e+08 -8.9915220628358838e+11 -9.4495043319044141e+12 -4.0738569133821220e+15 +2.1861679277454967e+20 
+1.1800000000000001e+01 -2.4020912613867153e-02 -2.3837606076618755e-05 +5.1307989407402443e-02 -7.5585023759019487e-01 +4.5202722536619689e+05 -3.4017275928293610e+08 +7.0999848921020639e+08 -9.6543609438435864e+11 -8.3571277540313730e+12 -3.8679348170963305e+15 +2.0067758872186801e+20 
+1.1900000000000000e+01 -2.4020883135051931e-02 -2.6529933413875553e-05 +5.6726811928068423e-02 -4.8092081192241531e-01 +4.5169939324160904e+05 -3.3302357123431635e+08 +5.9635923183383822e+08 -1.0292593274759497e+12 -7.2907965983114375e+12 -3.6693303391611980e+15 +1.8207238367023651e+20 
+1.2000000000000000e+01 -2.4020854629693455e-02 -2.8707921275883545e-05 +6.1512989280741580e-02 -2.3950483930655886e-01 +4.5140082507259352e+05 -3.2638296853631890e+08 +4.9135850594910336e+08 -1.0888852317943700e+12 -6.2765733457403965e+12 -3.4834604713315675e+15 +1.6312034728964915e+20 
+1.2100000000000001e+01 -2.4020827112955598e-02 -3.0268623023600543e-05 +6.5527474254592627e-02 -3.8260409709626519e-02 +4.5113911521985196e+05 -3.2040525607162702e+08 +3.9732642826809293e+08 -1.1429661911305984e+12 -5.3346978093301123e+12 -3.3145421414799870e+15 +1.4411019397392790e+20 
+1.2200000000000001e+01 -2.4020800283571741e-02 -3.1247798043447719e-05 +6.8807722448667702e-02 +1.2611330596206610e-01 +4.5091276862367115e+05 -3.1506559573296654e+08 +3.1345183488128579e+08 -1.1917105394831907e+12 -4.4621171815864268e+12 -3.1619927959127455e+15 +1.2520878695847934e+20 
+1.2300000000000001e+01 -2.4020773761187792e-02 -3.1715880903744979e-05 +7.1435321832753654e-02 +2.5940680628323382e-01 +4.5071801750756218e+05 -3.1029435672402686e+08 +2.3813826098937494e+08 -1.2357156530385098e+12 -3.6499556689486426e+12 -3.0240298597787635e+15 +1.0655252922589543e+20 
+1.2400000000000000e+01 -2.4020747165437544e-02 -3.1743307329114696e-05 +7.3491856210792059e-02 +3.6741064484333524e-01 +4.5055109432557732e+05 -3.0602191272875768e+08 +1.6978922330741847e+08 -1.2755788724203635e+12 -2.8893373130658965e+12 -2.8988708569575235e+15 +8.8277821230791377e+19 
+1.2500000000000000e+01 -2.4020720115965351e-02 -3.1400512341452654e-05 +7.5058913295980342e-02 +4.5591534066227413e-01 +4.5040823130684352e+05 -3.0217863295161045e+08 +1.0680825061803742e+08 -1.3118975744130474e+12 -2.1713862644873752e+12 -2.7847332096985550e+15 +7.0521065127722566e+19 
+1.2600000000000001e+01 -2.4020692232407787e-02 -3.0757929947519371e-05 +7.6218077961942785e-02 +5.3071136065606050e-01 +4.5028566084348399e+05 -2.9869488984535640e+08 +4.7598889924188353e+07 -1.3452691095425647e+12 -1.4872268368934539e+12 -2.6798344141603310e+15 +5.3418665574029820e+19 
+1.2700000000000001e+01 -2.4020663134402948e-02 -2.9885996041748723e-05 +7.7050935333800766e-02 +5.9758926871998075e-01 +4.5017961532063066e+05 -2.9550105580310285e+08 -9.4353459043435436e+06 -1.3762908284211423e+12 -8.2798303736724463e+11 -2.5823919670059800e+15 +3.7107022496725844e+19 
+1.2800000000000001e+01 -2.4020632441594712e-02 -2.8855146104120712e-05 +7.7639072982259791e-02 +6.6233960690887428e-01 +4.5008632697453926e+05 -2.9252750015825260e+08 -6.5890936290834807e+07 -1.4055601068651616e+12 -1.8477894203361154e+11 -2.4906232930519595e+15 +2.1722536881714102e+19 
+1.2900000000000000e+01 -2.4020599773617302e-02 -2.7735813624525935e-05 +7.8064074866830313e-02 +7.3075281565894801e-01 +4.5000202825116698e+05 -2.8970459644995987e+08 -1.2336432472559723e+08 -1.4336742865549377e+12 +4.5126104919490619e+11 -2.4027459134701130e+15 +7.4016147383544504e+18 
+1.3000000000000000e+01 -2.4020564750111606e-02 -2.6598434641119288e-05 +7.8407527336449317e-02 +8.0861946567201770e-01 +4.4992295146019012e+05 -2.8696271551021403e+08 -1.8345200073205009e+08 -1.4612307310139482e+12 +1.0890129509526913e+12 -2.3169772880226730e+15 -5.7193443479874867e+18 
+1.3100000000000001e+01 -2.4020527129679527e-02 -2.5510199816830323e-05 +7.8736700303608950e-02 +9.0039268010320284e-01 +4.4984611747869384e+05 -2.8424986159093320e+08 -2.4729600092920262e+08 -1.4886570664986042e+12 +1.7346844649625657e+12 -2.2320748185172540e+15 -1.7541987395904244e+19 
+1.3200000000000001e+01 -2.4020487226727286e-02 -2.4525321315167500e-05 +7.9061583873200947e-02 +1.0051759444907153e+00 +4.4977170224853588e+05 -2.8158458830965775e+08 -3.1422060482455039e+08 -1.5157018443079043e+12 +2.3838105341822393e+12 -2.1489560274101400e+15 -2.8120155519554560e+19 
+1.3300000000000001e+01 -2.4020445494633853e-02 -2.3694766828262825e-05 +7.9377855913839432e-02 +1.1207353416568535e+00 +4.4970067003903008e+05 -2.7900307793624079e+08 -3.8309565459817559e+08 -1.5419439169318245e+12 +3.0292579284721670e+12 -2.0690782711272778e+15 -3.7545738595664429e+19 
+1.3400000000000000e+01 -2.4020402386774230e-02 -2.3069504315131572e-05 +7.9681192707692028e-02 +1.2448369684108158e+00 +4.4963398521488352e+05 -2.7654151468683070e+08 -4.5279099709861535e+08 -1.5669621209105652e+12 +3.6638934584218662e+12 -1.9938989513808462e+15 -4.5910627098558710e+19 
+1.3500000000000000e+01 -2.4020358356519715e-02 -2.2700502096167231e-05 +7.9967269483538939e-02 +1.3752469403614431e+00 +4.4957261219230236e+05 -2.7423608370031852e+08 -5.2217648634731054e+08 -1.5903352858638984e+12 +4.2805840012906245e+12 -1.9248754883150740e+15 -5.3306712586615685e+19 
+1.3600000000000001e+01 -2.4020313857242046e-02 -2.2638728102649867e-05 +8.0231761486180664e-02 +1.5097313542993229e+00 +4.4951751539271616e+05 -2.7212297029817009e+08 -5.9012196984963071e+08 -1.6116422395035107e+12 +4.8721963755520879e+12 -1.8634653083185090e+15 -5.9825885699634561e+19 
+1.3700000000000001e+01 -2.4020269342318139e-02 -2.2935149971909355e-05 +8.0470345708737304e-02 +1.6460562885871035e+00 +4.4946965913877654e+05 -2.7023835784684408e+08 -6.5549728752170968e+08 -1.6304618252807544e+12 +5.4315973287164766e+12 -1.8111257936000758e+15 -6.5560035925523268e+19 
+1.3800000000000001e+01 -2.4020225265120505e-02 -2.3640736171637339e-05 +8.0678697849353984e-02 +1.7819878680710621e+00 +4.4943000781930849e+05 -2.6861843093122751e+08 -7.1717229704158497e+08 -1.6463728773542839e+12 +5.9516537716769482e+12 -1.7693143513813018e+15 -7.0601055354991952e+19 
+1.3900000000000000e+01 -2.4020182079015386e-02 -2.4806454148686840e-05 +8.0852491132095361e-02 +1.9152921632791642e+00 +4.4939952597111010e+05 -2.6729937715912330e+08 -7.7401683617740524e+08 -1.6589542050386147e+12 +6.4252324341304678e+12 -1.7394884596427082e+15 -7.5040833230555922e+19 
+1.4000000000000000e+01 -2.4020140237385131e-02 -2.6483272240355927e-05 +8.0987404577406788e-02 +2.0437352896769454e+00 +4.4937917779936799e+05 -2.6631737754214990e+08 -8.2490075845544267e+08 -1.6677846709041001e+12 +6.8452001875113760e+12 -1.7231054465958905e+15 -7.8971260989368041e+19 
+1.4100000000000001e+01 -2.4020100056094288e-02 -2.8689876214354978e-05 +8.1077229039017429e-02 +2.1649398865180616e+00 +4.4936970828479913e+05 -2.6569605464284903e+08 -8.6893102774273181e+08 -1.6726202058627383e+12 +7.2064739589718545e+12 -1.7209048466811185e+15 -8.2482746230363767e+19 
+1.4200000000000001e+01 -2.4020061301001341e-02 -3.1315827467254107e-05 +8.1108225718611413e-02 +2.2759549803324330e+00 +4.4937098420043261e+05 -2.6540877120250472e+08 -9.0616314944566822e+08 -1.6739252243735225e+12 +7.5121717933553711e+12 -1.7307544277117850e+15 -8.5659774921403286e+19 
+1.4300000000000001e+01 -2.4020023600466477e-02 -3.4218404256747702e-05 +8.1064774272841908e-02 +2.3736860911860367e+00 +4.4938265272741363e+05 -2.6541632434294769e+08 -9.3688972838364398e+08 -1.6723412663828230e+12 +7.7674616923223125e+12 -1.7498040045184255e+15 -8.8585347649905885e+19 
+1.4400000000000000e+01 -2.4019986582832633e-02 -3.7254886345652309e-05 +8.0931248751688903e-02 +2.4550388146257229e+00 +4.4940436134832370e+05 -2.6567951693521845e+08 -9.6140339547136462e+08 -1.6685098268023394e+12 +7.9775118909992695e+12 -1.7752035157338582e+15 -9.1342468589496418e+19 
+1.4500000000000000e+01 -2.4019949876460753e-02 -4.0282552214346608e-05 +8.0692029114011590e-02 +2.5169186842207880e+00 +4.4943575722714927e+05 -2.6615914576794863e+08 -9.7999676103397024e+08 -1.6630724482007419e+12 +8.1474904426120244e+12 -1.8041027689855620e+15 -9.4014139169343242e+19 
+1.4600000000000001e+01 -2.4019913109701675e-02 -4.3158681481063850e-05 +8.0331491994841200e-02 +2.5562312869619324e+00 +4.4947648770696594e+05 -2.6681601104475701e+08 -9.9296245264810741e+08 -1.6566706464218059e+12 +8.2825655515209629e+12 -1.8336516452849030e+15 -9.6683363072532414e+19 
+1.4700000000000001e+01 -2.4019875910907481e-02 -4.5740552931920240e-05 +7.9834014374047468e-02 +2.5698821714389224e+00 +4.4952620011446631e+05 -2.6761091268419117e+08 -1.0005930855312147e+09 -1.6499459393913657e+12 +8.3879053135776152e+12 -1.8610000202245018e+15 -9.9433142354965643e+19 
+1.4800000000000001e+01 -2.4019837908439826e-02 -4.7885444510296145e-05 +7.9183976559208377e-02 +2.5547768398971824e+00 +4.4958454159038805e+05 -2.6850464696787286e+08 -1.0031812578932585e+09 -1.6435398740269690e+12 +8.4686776706273682e+12 -1.8832976886708605e+15 -1.0234647667709156e+20 
+1.4900000000000000e+01 -2.4019798730648318e-02 -4.9450637102799576e-05 +7.8365754825718545e-02 +2.5078209473765938e+00 +4.4965115949559625e+05 -2.6945801441797954e+08 -1.0010196220339562e+09 -1.6380939638000129e+12 +8.5300510507689092e+12 -1.8976945378902858e+15 -1.0550637320492841e+20 
+1.5000000000000000e+01 -2.4019758005881575e-02 -5.0293408814228659e-05 +7.7363724906808540e-02 +2.4259200059509443e+00 +4.4972570122865378e+05 -2.7043181639440095e+08 -9.9440078016449881e+08 -1.6342497149145059e+12 +8.5771934332252051e+12 -1.9013404766447132e+15 -1.0899583220576497e+20 
+1.5100000000000001e+01 -2.4019715486948420e-02 -5.0304871857640186e-05 +7.6172475598019207e-02 +2.3076560888725366e+00 +4.4980764522049029e+05 -2.7139545435426986e+08 -9.8365349285803902e+08 -1.6324551841319648e+12 +8.6139580263531025e+12 -1.8923374417154040e+15 -1.1285160067233998e+20 
+1.5200000000000001e+01 -2.4019671424418833e-02 -4.9511472981484966e-05 +7.4827420730388158e-02 +2.1583174151627764e+00 +4.4989579554089217e+05 -2.7235275954974973e+08 -9.6925112063712871e+08 -1.6323843965460347e+12 +8.6389386603309863e+12 -1.8725961324009015e+15 -1.1692540811017205e+20 
+1.5300000000000001e+01 -2.4019626193331152e-02 -4.7973492412381035e-05 +7.3374189663817341e-02 +1.9848687357205561e+00 +4.4998878716809832e+05 -2.7331616110047150e+08 -9.5170317324817848e+08 -1.6335179444353044e+12 +8.6494143157969463e+12 -1.8449792321763030e+15 -1.2102272961211852e+20 
+1.5400000000000000e+01 -2.4019580168705278e-02 -4.5751209515396863e-05 +7.1858405659805336e-02 +1.7942747542255064e+00 +4.5008525541122048e+05 -2.7429809446870476e+08 -9.3151914299139214e+08 -1.6353363702449595e+12 +8.6426638147143682e+12 -1.8123495617726725e+15 -1.2494903778321346e+20 
+1.5500000000000000e+01 -2.4019533725567553e-02 -4.2904904271216102e-05 +7.0325694035631589e-02 +1.5935002092252200e+00 +4.5018383546996949e+05 -2.7531099304929155e+08 -9.0920853539346373e+08 -1.6373202324825950e+12 +8.6159661001133164e+12 -1.7775698980787650e+15 -1.2850980714130830e+20 
